temperatura,vibracao,pressao,horas_uso,material,turno,operador,falha
69.0,0.27449953633692326,96.0,,ferro,noite,,
113.0,2.540083882678227,140.0,6132.0,alumínio,manhã,junior,falha
59.0,2.815431635893901,,1925.0,ferro,noite,junior,sem falha
116.0,2.838320267677866,127.0,3210.0,ferro,manhã,pleno,sem falha
73.0,3.5644527296821336,86.0,3870.0,aço,noite,pleno,sem falha
54.0,0.9696609914559577,114.0,,ferro,noite,junior,sem falha
116.0,1.3358933577300325,147.0,9058.0,ferro,manhã,pleno,sem falha
107.0,4.072579279629022,127.0,,alumínio,manhã,junior,falha
76.0,4.741136022532631,125.0,9296.0,aço,noite,junior,sem falha
64.0,0.7660704620998712,123.0,2221.0,ferro,noite,junior,sem falha
84.0,2.5384828170755696,98.0,3109.0,alumínio,manhã,pleno,sem falha
102.0,1.1494636384239758,123.0,3919.0,,tarde,pleno,sem falha
93.0,0.39435852493941403,96.0,7839.0,ferro,tarde,pleno,sem falha
75.0,1.6949663568180637,114.0,8315.0,alumínio,noite,pleno,sem falha
96.0,0.8040693634026425,100.0,4159.0,aço,noite,senior,sem falha
83.0,3.5786720598278072,105.0,3010.0,aço,noite,junior,sem falha
99.0,2.715254526990078,130.0,2070.0,aço,manhã,junior,sem falha
61.0,0.8047889078525233,,9830.0,aço,noite,pleno,sem falha
53.0,0.1452837831870204,,6755.0,ferro,noite,pleno,
97.0,4.059969540218642,105.0,4867.0,ferro,noite,senior,sem falha
104.0,0.9633525902048129,74.0,8862.0,aço,tarde,,sem falha
50.0,3.0704615468817535,115.0,1342.0,aço,,junior,sem falha
115.0,1.7509173740760535,148.0,812.0,ferro,noite,pleno,sem falha
,2.9688810977436746,121.0,9585.0,,manhã,pleno,sem falha
52.0,1.646702772213388,118.0,2966.0,,,senior,sem falha
70.0,0.5260038473920454,75.0,,ferro,manhã,junior,sem falha
98.0,1.192455041932993,79.0,6253.0,ferro,noite,senior,sem falha
111.0,1.0214869757474705,92.0,5687.0,alumínio,noite,junior,sem falha
87.0,2.197294826954255,86.0,9651.0,ferro,noite,pleno,sem falha
,3.3255905387881715,113.0,8927.0,aço,noite,senior,sem falha
101.0,1.3926497672371523,110.0,9501.0,ferro,noite,pleno,sem falha
95.0,0.15914268297302797,84.0,7813.0,,manhã,junior,sem falha
74.0,2.642793084897309,113.0,6961.0,ferro,noite,junior,sem falha
70.0,3.0682214978589633,127.0,1397.0,aço,noite,senior,sem falha
54.0,,119.0,457.0,aço,tarde,pleno,sem falha
119.0,2.98840693515691,121.0,5202.0,ferro,tarde,junior,falha
96.0,2.4087455409528955,139.0,340.0,,noite,junior,
117.0,2.909667966898749,137.0,6954.0,ferro,noite,senior,falha
67.0,4.646713086323932,132.0,1926.0,ferro,noite,senior,sem falha
70.0,4.1590529134480665,127.0,8215.0,ferro,noite,pleno,sem falha
72.0,1.6825957934826594,92.0,3658.0,aço,noite,senior,sem falha
113.0,1.2625463819199727,113.0,3960.0,ferro,noite,junior,sem falha
116.0,1.386904700593761,113.0,4547.0,,manhã,pleno,sem falha
89.0,2.5716630946045442,121.0,4239.0,aço,manhã,pleno,sem falha
59.0,3.7458423110200316,136.0,237.0,alumínio,manhã,pleno,sem falha
101.0,2.5657741151965143,97.0,3834.0,alumínio,tarde,junior,sem falha
110.0,0.43220233955775167,136.0,2067.0,alumínio,noite,senior,sem falha
113.0,3.645545432155907,147.0,6679.0,alumínio,tarde,pleno,falha
54.0,4.049253630487674,87.0,4949.0,ferro,tarde,junior,
102.0,1.5185395390866265,96.0,,alumínio,tarde,senior,sem falha
104.0,3.3542161224884173,120.0,7267.0,aço,manhã,pleno,falha
86.0,2.1903003151665277,129.0,6042.0,alumínio,noite,senior,sem falha
105.0,4.45668484306447,143.0,7566.0,alumínio,noite,senior,falha
108.0,4.241605234987626,118.0,6505.0,alumínio,tarde,senior,falha
118.0,2.674616791717247,84.0,5615.0,,manhã,junior,falha
108.0,3.4883771744866134,142.0,8151.0,alumínio,tarde,pleno,
51.0,4.42841353500831,137.0,2119.0,alumínio,tarde,pleno,sem falha
114.0,2.52901334938355,84.0,,alumínio,noite,pleno,falha
109.0,1.6349286283952278,120.0,7192.0,aço,manhã,junior,sem falha
100.0,3.7929640757569487,117.0,2949.0,ferro,noite,senior,sem falha
79.0,1.1783246484449899,141.0,1292.0,ferro,tarde,junior,sem falha
60.0,2.003802625229606,,2455.0,ferro,noite,pleno,sem falha
88.0,4.3420634618232885,76.0,2606.0,aço,tarde,senior,
112.0,3.649669467319644,122.0,433.0,alumínio,manhã,junior,sem falha
113.0,2.0786739257127462,100.0,2662.0,aço,noite,junior,sem falha
110.0,1.1522480618009514,,1895.0,ferro,,junior,sem falha
103.0,1.8442451150779593,81.0,353.0,ferro,noite,junior,sem falha
107.0,1.492110331214422,,3757.0,ferro,noite,senior,sem falha
,0.9628375109248842,99.0,7602.0,aço,noite,junior,sem falha
83.0,3.742331276471718,76.0,9715.0,ferro,manhã,senior,sem falha
80.0,1.3351424455658405,72.0,,alumínio,manhã,junior,sem falha
,2.325420603822043,,3431.0,aço,noite,pleno,
50.0,1.9907112894969345,75.0,1127.0,alumínio,tarde,junior,sem falha
104.0,4.9121791553145915,,2266.0,ferro,tarde,junior,sem falha
71.0,2.016351996326281,140.0,569.0,ferro,noite,pleno,sem falha
89.0,0.4919141657040985,112.0,,aço,noite,,sem falha
,0.5401461876032118,87.0,8005.0,alumínio,manhã,junior,sem falha
,2.994693234630018,91.0,6083.0,aço,manhã,,falha
112.0,3.036881403517502,130.0,1193.0,alumínio,noite,pleno,sem falha
103.0,2.1519190533650097,130.0,4889.0,ferro,noite,senior,sem falha
91.0,2.216034092328946,122.0,3012.0,aço,tarde,pleno,sem falha
70.0,0.36426965592026894,95.0,5589.0,aço,manhã,junior,
71.0,2.6310779009073855,109.0,280.0,,noite,senior,sem falha
87.0,2.5732234293637237,77.0,9512.0,ferro,manhã,junior,sem falha
57.0,0.8327916609290282,,4242.0,ferro,noite,pleno,sem falha
111.0,0.6088129919435451,112.0,3723.0,alumínio,noite,junior,sem falha
96.0,0.7055052039375034,,4829.0,alumínio,noite,pleno,sem falha
66.0,0.5950384078071668,72.0,5359.0,alumínio,noite,pleno,sem falha
66.0,3.0875701581301236,100.0,8129.0,alumínio,tarde,senior,
62.0,1.0627649967743014,96.0,9855.0,alumínio,noite,pleno,sem falha
66.0,1.332007745718571,,4784.0,ferro,tarde,senior,sem falha
87.0,,142.0,7954.0,ferro,tarde,senior,sem falha
94.0,4.793392991797665,126.0,3732.0,aço,noite,senior,sem falha
55.0,4.2876255694439935,102.0,6073.0,ferro,manhã,senior,sem falha
84.0,1.2294247030224525,113.0,6517.0,alumínio,manhã,senior,sem falha
63.0,1.7050748402184175,112.0,1662.0,ferro,noite,pleno,sem falha
110.0,1.1284749272944863,100.0,1513.0,ferro,noite,pleno,sem falha
64.0,2.5101922013580364,134.0,6604.0,ferro,noite,senior,sem falha
103.0,,145.0,1117.0,,manhã,pleno,sem falha
76.0,3.3897032435942993,86.0,3754.0,aço,manhã,senior,sem falha
62.0,2.663474934106444,84.0,6942.0,alumínio,noite,,sem falha
80.0,4.503330748675406,103.0,9049.0,alumínio,,senior,sem falha
,0.9055241532092293,149.0,6198.0,aço,tarde,junior,sem falha
,4.040135305699545,73.0,8912.0,ferro,manhã,junior,falha
55.0,3.9806089708869075,141.0,3684.0,,manhã,senior,sem falha
118.0,0.723187827162746,,281.0,aço,,pleno,sem falha
107.0,,97.0,6929.0,alumínio,tarde,senior,falha
98.0,0.9337479416081328,142.0,2767.0,ferro,noite,pleno,sem falha
72.0,1.34813045224199,71.0,6273.0,,manhã,senior,sem falha
83.0,1.3899062566696676,86.0,5521.0,ferro,tarde,senior,sem falha
75.0,2.825558330726287,127.0,9791.0,alumínio,,pleno,sem falha
96.0,2.1159135656262813,143.0,9276.0,ferro,manhã,pleno,falha
54.0,4.7438907396308965,78.0,2464.0,alumínio,tarde,senior,sem falha
69.0,0.7192136955403252,,5616.0,alumínio,noite,junior,sem falha
55.0,4.871091460765974,135.0,,alumínio,,,sem falha
119.0,1.2301293370498936,131.0,2315.0,aço,manhã,junior,sem falha
108.0,3.8870822882710807,88.0,225.0,alumínio,noite,junior,sem falha
113.0,1.760952638246825,143.0,2720.0,aço,manhã,junior,
67.0,0.8010988375448381,124.0,4315.0,aço,tarde,pleno,sem falha
53.0,4.303657007706575,97.0,1551.0,alumínio,manhã,junior,
66.0,1.6134184062586698,,9300.0,aço,tarde,,sem falha
63.0,3.328391480711527,134.0,9505.0,,,junior,sem falha
62.0,2.8755740569244703,72.0,,aço,manhã,pleno,sem falha
56.0,2.4116059160152843,148.0,6803.0,ferro,noite,,sem falha
93.0,2.529515415977842,121.0,7469.0,alumínio,noite,junior,falha
64.0,3.6879657790522096,79.0,3230.0,aço,noite,pleno,sem falha
68.0,0.5300872792048589,90.0,,alumínio,noite,pleno,sem falha
112.0,3.3740852435937354,106.0,2370.0,aço,manhã,senior,sem falha
84.0,4.489479296853036,84.0,9807.0,alumínio,manhã,junior,sem falha
84.0,,147.0,9326.0,aço,noite,junior,sem falha
68.0,0.7892013622449671,148.0,9827.0,ferro,noite,pleno,sem falha
69.0,3.611496489839954,143.0,9105.0,ferro,tarde,pleno,sem falha
84.0,2.2426800763986265,78.0,8601.0,ferro,noite,junior,sem falha
81.0,2.077388241987073,113.0,9303.0,aço,tarde,junior,sem falha
97.0,0.7711365092667557,108.0,9310.0,alumínio,tarde,pleno,sem falha
93.0,2.583173199517162,74.0,3511.0,aço,noite,pleno,sem falha
73.0,0.7200720248622485,94.0,,ferro,manhã,junior,sem falha
110.0,2.4354402359216483,125.0,6817.0,aço,tarde,pleno,falha
66.0,3.8417149649121183,133.0,5020.0,alumínio,manhã,pleno,sem falha
99.0,1.3654953536471013,141.0,2144.0,ferro,noite,junior,sem falha
114.0,2.455852224080664,121.0,1216.0,aço,,senior,sem falha
81.0,4.960878250044495,145.0,1256.0,alumínio,noite,pleno,sem falha
85.0,3.464587074434783,78.0,1088.0,ferro,noite,senior,sem falha
62.0,4.222648179395473,79.0,5687.0,alumínio,tarde,pleno,sem falha
119.0,2.1327532721466747,79.0,1928.0,alumínio,tarde,senior,sem falha
107.0,3.8625185233166914,,7972.0,ferro,manhã,pleno,falha
63.0,0.298494947412477,131.0,6188.0,aço,manhã,senior,sem falha
86.0,0.7022647944570004,129.0,2445.0,aço,tarde,,sem falha
117.0,1.0950459053083046,88.0,9376.0,aço,noite,pleno,sem falha
89.0,,107.0,3105.0,aço,manhã,senior,sem falha
108.0,4.24414990379624,75.0,4535.0,alumínio,tarde,junior,sem falha
65.0,1.7967036488608596,84.0,6728.0,aço,manhã,junior,sem falha
111.0,3.3076438482257684,116.0,176.0,aço,,junior,sem falha
53.0,3.575640044537069,114.0,5852.0,alumínio,,senior,sem falha
94.0,2.972293535032873,74.0,2662.0,alumínio,tarde,pleno,sem falha
77.0,1.8504856440336677,147.0,1672.0,ferro,manhã,senior,sem falha
115.0,2.927561374396367,122.0,7187.0,alumínio,tarde,pleno,falha
80.0,,135.0,6070.0,ferro,manhã,senior,sem falha
52.0,0.5109813189048592,131.0,8052.0,ferro,manhã,pleno,sem falha
57.0,4.964739493111471,92.0,6709.0,aço,manhã,senior,sem falha
73.0,0.7231940227993034,113.0,8156.0,aço,noite,,sem falha
64.0,,121.0,3211.0,aço,noite,junior,sem falha
92.0,4.404800671115064,115.0,2837.0,alumínio,tarde,senior,sem falha
80.0,1.5789898383751864,88.0,9644.0,alumínio,tarde,junior,sem falha
94.0,3.2864551729601876,,5504.0,aço,manhã,pleno,falha
115.0,1.7121280753449413,121.0,9238.0,aço,noite,pleno,sem falha
57.0,2.0181259268929086,93.0,4749.0,alumínio,tarde,junior,sem falha
106.0,,86.0,3968.0,ferro,tarde,senior,sem falha
79.0,1.7809156283857501,115.0,,ferro,noite,pleno,sem falha
67.0,2.1124319628740613,133.0,7924.0,aço,manhã,senior,sem falha
118.0,3.6300387385524804,97.0,,aço,tarde,senior,falha
88.0,2.60652735175048,,7899.0,aço,manhã,senior,sem falha
109.0,4.723469564069187,133.0,3586.0,ferro,noite,pleno,sem falha
92.0,0.30521392981,97.0,1102.0,,noite,pleno,sem falha
94.0,2.5650347808969385,125.0,9111.0,,tarde,senior,falha
72.0,2.962701465275419,128.0,8714.0,alumínio,tarde,junior,sem falha
,4.608965231763942,74.0,8863.0,alumínio,noite,junior,falha
55.0,0.3408767657449952,123.0,8006.0,alumínio,manhã,junior,sem falha
105.0,2.9101479661825587,113.0,5459.0,aço,manhã,senior,falha
53.0,4.282786649786989,111.0,4630.0,alumínio,noite,junior,sem falha
72.0,1.2854458677842593,141.0,9715.0,ferro,tarde,pleno,sem falha
55.0,4.393832507767294,126.0,1733.0,ferro,noite,junior,sem falha
81.0,0.19331270544402995,116.0,6769.0,ferro,tarde,junior,sem falha
67.0,3.689027682755276,145.0,1853.0,,manhã,senior,sem falha
64.0,4.6722547837264,94.0,8759.0,aço,tarde,pleno,sem falha
89.0,3.320268542036305,113.0,6453.0,ferro,manhã,pleno,sem falha
,2.2512432955041954,84.0,9998.0,ferro,noite,junior,sem falha
112.0,0.31991698071631836,120.0,8364.0,ferro,tarde,senior,sem falha
116.0,4.608557685280881,122.0,246.0,ferro,manhã,senior,sem falha
60.0,,103.0,7607.0,alumínio,tarde,junior,sem falha
92.0,0.24208404724614527,146.0,416.0,ferro,manhã,,sem falha
66.0,3.4801232495109335,77.0,8897.0,aço,manhã,pleno,sem falha
53.0,2.4610025425236652,,,aço,noite,pleno,sem falha
112.0,,139.0,1277.0,aço,noite,senior,sem falha
117.0,1.1499318656202722,90.0,3522.0,aço,tarde,junior,sem falha
90.0,0.4160043342336468,76.0,2694.0,,manhã,senior,sem falha
54.0,2.9140383445720106,148.0,8603.0,ferro,noite,pleno,sem falha
81.0,3.1479444483348455,125.0,864.0,ferro,tarde,,sem falha
119.0,2.5781372619416776,118.0,7936.0,alumínio,noite,pleno,
84.0,4.103800451712813,111.0,6377.0,alumínio,tarde,junior,sem falha
71.0,4.318943224409266,92.0,535.0,alumínio,noite,pleno,sem falha
114.0,3.1165595437473206,121.0,3451.0,ferro,noite,junior,sem falha
71.0,0.16250675056640967,148.0,3030.0,alumínio,manhã,senior,sem falha
60.0,3.506625313163905,122.0,234.0,ferro,manhã,senior,sem falha
52.0,2.148196162909723,85.0,4718.0,aço,noite,senior,sem falha
58.0,2.8712316678092966,106.0,9095.0,,,pleno,sem falha
109.0,3.280494949892534,87.0,2466.0,ferro,noite,junior,sem falha
63.0,1.8161594102026763,89.0,9768.0,aço,tarde,senior,sem falha
67.0,4.593782675341791,115.0,3515.0,aço,noite,senior,sem falha
72.0,0.7564768470739279,71.0,,aço,noite,,sem falha
96.0,3.3904078556770836,132.0,8008.0,alumínio,tarde,pleno,falha
118.0,0.1213619417872441,72.0,9284.0,alumínio,tarde,senior,sem falha
96.0,4.630790416485386,115.0,,alumínio,manhã,pleno,sem falha
79.0,0.6512702528666483,118.0,7769.0,aço,tarde,pleno,sem falha
74.0,0.5649327277231158,70.0,7929.0,alumínio,manhã,pleno,sem falha
77.0,,91.0,1996.0,,noite,senior,sem falha
74.0,1.9304748015914952,83.0,3165.0,aço,tarde,senior,sem falha
107.0,1.1500703543821054,114.0,2848.0,aço,noite,junior,sem falha
90.0,2.967096138542911,75.0,6792.0,alumínio,manhã,junior,sem falha
74.0,2.2702790804056217,134.0,2761.0,alumínio,tarde,pleno,sem falha
97.0,0.2674603863013284,90.0,3078.0,,manhã,senior,sem falha
59.0,1.6662951050509733,73.0,7049.0,alumínio,manhã,pleno,sem falha
60.0,4.071121276508536,72.0,6475.0,ferro,tarde,junior,sem falha
70.0,3.4795375208231563,99.0,6559.0,alumínio,tarde,pleno,sem falha
94.0,3.6518671825414146,,6207.0,aço,manhã,pleno,falha
56.0,3.520772928009266,103.0,6601.0,aço,tarde,senior,sem falha
113.0,1.6237678047768633,89.0,2761.0,aço,manhã,pleno,sem falha
113.0,0.5883532181762019,123.0,6265.0,ferro,noite,pleno,sem falha
51.0,1.4350892017621706,94.0,8310.0,aço,noite,senior,sem falha
91.0,4.17574797090728,84.0,3458.0,aço,tarde,senior,sem falha
103.0,4.904306909137048,107.0,375.0,alumínio,tarde,junior,sem falha
,2.519850372233651,92.0,4178.0,ferro,noite,senior,sem falha
,0.1475317391229069,121.0,4854.0,alumínio,manhã,pleno,sem falha
108.0,0.7862195794577223,135.0,4798.0,aço,manhã,junior,sem falha
65.0,1.6781948190497025,126.0,464.0,aço,manhã,junior,sem falha
55.0,2.935068208105454,126.0,894.0,ferro,tarde,junior,sem falha
106.0,0.4679588644460385,148.0,6895.0,aço,manhã,junior,sem falha
96.0,4.722450763678419,121.0,5970.0,ferro,tarde,pleno,falha
97.0,,104.0,689.0,alumínio,tarde,pleno,sem falha
91.0,4.5716626678316326,143.0,4394.0,ferro,tarde,pleno,sem falha
109.0,3.924556833509407,83.0,4413.0,alumínio,noite,pleno,sem falha
53.0,3.8016426353263477,83.0,9032.0,aço,manhã,junior,sem falha
51.0,,102.0,4845.0,alumínio,tarde,pleno,sem falha
108.0,3.171240703554039,121.0,7477.0,alumínio,manhã,junior,falha
76.0,3.226215852559616,70.0,8961.0,,noite,senior,sem falha
76.0,3.1807347964253525,103.0,1537.0,ferro,manhã,pleno,sem falha
56.0,2.8132683338519704,88.0,9147.0,alumínio,noite,senior,sem falha
112.0,4.9334286905661555,93.0,4133.0,ferro,tarde,senior,sem falha
95.0,3.6882237803859113,73.0,1993.0,ferro,tarde,,sem falha
112.0,3.9070373031233543,105.0,,ferro,noite,junior,falha
,4.375067793910003,146.0,9478.0,aço,tarde,senior,sem falha
62.0,1.156634837356661,,1942.0,aço,manhã,,
,0.5106403795657979,101.0,6344.0,aço,manhã,senior,sem falha
66.0,2.4661827393331337,78.0,426.0,ferro,,senior,sem falha
112.0,2.6189954085344387,149.0,2500.0,aço,manhã,pleno,sem falha
85.0,4.162990721754596,136.0,8206.0,alumínio,tarde,senior,sem falha
57.0,2.2745395384834453,89.0,4378.0,ferro,tarde,junior,sem falha
118.0,2.897179825167133,,4650.0,aço,tarde,junior,sem falha
85.0,2.682647598715946,131.0,7600.0,ferro,manhã,senior,sem falha
77.0,0.2871936404112162,127.0,4115.0,aço,tarde,senior,sem falha
96.0,3.1145529933248786,91.0,5552.0,,manhã,pleno,falha
79.0,4.157412100293836,136.0,4406.0,ferro,noite,junior,sem falha
72.0,0.8717526855714388,144.0,8342.0,aço,tarde,senior,sem falha
65.0,3.0122254962403194,117.0,9760.0,aço,noite,,sem falha
63.0,3.008691667787431,77.0,7926.0,alumínio,manhã,senior,sem falha
101.0,0.9045063238761578,142.0,9301.0,alumínio,manhã,pleno,sem falha
86.0,0.7049715112806065,84.0,6883.0,aço,noite,pleno,sem falha
78.0,4.902254520584775,101.0,3657.0,aço,,,sem falha
116.0,2.0292239312998843,122.0,9366.0,ferro,tarde,,falha
64.0,1.2143664707452937,136.0,253.0,ferro,tarde,senior,sem falha
96.0,0.9394902678264373,73.0,8873.0,aço,noite,senior,sem falha
95.0,3.371248396557852,99.0,887.0,alumínio,manhã,,sem falha
101.0,3.0862819569036666,82.0,4986.0,ferro,noite,junior,sem falha
68.0,3.253405402638346,90.0,3481.0,aço,manhã,pleno,sem falha
70.0,0.5312295348061161,110.0,7666.0,alumínio,tarde,pleno,sem falha
113.0,4.478319459142341,88.0,6377.0,alumínio,tarde,junior,falha
86.0,2.007405344364337,117.0,2367.0,aço,manhã,pleno,sem falha
76.0,1.6355100915087541,132.0,4358.0,,tarde,junior,sem falha
104.0,2.3655710915139223,89.0,1070.0,ferro,noite,senior,sem falha
78.0,2.0113237221633784,133.0,8939.0,aço,manhã,junior,sem falha
69.0,4.331527315381814,106.0,1045.0,ferro,tarde,pleno,sem falha
74.0,4.653378778469671,100.0,5718.0,alumínio,tarde,junior,sem falha
119.0,1.5869207606030706,143.0,8291.0,ferro,tarde,junior,sem falha
112.0,4.333285456553779,87.0,1595.0,aço,tarde,,sem falha
85.0,3.9294633347120294,89.0,2147.0,ferro,manhã,junior,sem falha
51.0,4.660957594489333,80.0,9464.0,alumínio,manhã,pleno,
71.0,1.3041765297108505,,2986.0,alumínio,tarde,senior,sem falha
65.0,2.9270998355927977,133.0,5288.0,aço,noite,pleno,sem falha
67.0,1.4452684652281789,103.0,4258.0,ferro,noite,pleno,sem falha
118.0,4.138063003373434,,9024.0,aço,noite,senior,falha
103.0,0.12608853379821489,124.0,,aço,noite,pleno,sem falha
79.0,2.8676138981433414,143.0,6833.0,alumínio,manhã,senior,sem falha
94.0,1.7620968132323984,70.0,1757.0,ferro,manhã,senior,sem falha
68.0,1.6811501646813194,107.0,5143.0,aço,,junior,sem falha
83.0,3.2600409869380935,78.0,6460.0,alumínio,manhã,pleno,sem falha
62.0,4.27227380163857,140.0,578.0,aço,noite,senior,sem falha
,3.085057417827299,86.0,9429.0,ferro,tarde,pleno,falha
111.0,4.28054759536894,121.0,4053.0,aço,tarde,pleno,sem falha
71.0,1.396525848217047,87.0,9268.0,ferro,noite,senior,sem falha
101.0,2.6455590883484077,132.0,8528.0,alumínio,manhã,junior,falha
101.0,2.307629041428673,102.0,4143.0,alumínio,noite,senior,sem falha
85.0,0.15706000756517147,73.0,697.0,aço,manhã,junior,sem falha
68.0,2.8283795013896267,144.0,9994.0,alumínio,tarde,,sem falha
87.0,3.3414691883162573,121.0,8456.0,aço,manhã,senior,sem falha
119.0,3.0003805816534435,78.0,2424.0,aço,noite,junior,sem falha
106.0,,,7399.0,ferro,tarde,junior,falha
69.0,2.899563689420078,99.0,669.0,aço,tarde,,sem falha
58.0,0.427076248768709,77.0,3428.0,ferro,manhã,senior,sem falha
81.0,0.670583068015086,74.0,240.0,aço,tarde,pleno,sem falha
53.0,3.022725429965367,145.0,8977.0,ferro,tarde,pleno,sem falha
99.0,1.447398040670837,132.0,8978.0,alumínio,manhã,junior,sem falha
,0.4902611322703526,70.0,3380.0,aço,tarde,junior,
69.0,2.205053442897879,84.0,2863.0,ferro,noite,pleno,sem falha
,2.8161807306099114,,3690.0,aço,manhã,junior,sem falha
71.0,1.7108553429130724,111.0,2138.0,ferro,manhã,senior,sem falha
,3.6301251409063124,115.0,1174.0,ferro,manhã,junior,sem falha
117.0,3.254475979696099,122.0,5722.0,aço,manhã,junior,falha
93.0,1.7308099693491927,95.0,2325.0,aço,noite,senior,
83.0,3.798875391651947,130.0,7623.0,alumínio,manhã,junior,sem falha
91.0,3.278605708411874,136.0,9633.0,alumínio,noite,pleno,falha
58.0,3.2234823557177203,123.0,9981.0,alumínio,manhã,pleno,sem falha
56.0,2.8117957338566337,91.0,463.0,aço,manhã,pleno,sem falha
,0.1558093736339087,95.0,9359.0,alumínio,tarde,junior,sem falha
68.0,3.512885199036757,129.0,2130.0,ferro,tarde,junior,sem falha
80.0,1.942604776434867,108.0,6785.0,aço,noite,junior,sem falha
84.0,4.718787579777413,105.0,6565.0,ferro,tarde,pleno,sem falha
106.0,4.108125378278306,90.0,6891.0,ferro,manhã,junior,falha
110.0,2.97970290070343,110.0,6257.0,ferro,noite,senior,falha
80.0,1.3356917109144204,117.0,717.0,aço,tarde,junior,sem falha
102.0,1.0982152270605663,95.0,5537.0,aço,manhã,pleno,sem falha
81.0,1.767885704619991,132.0,2082.0,,tarde,senior,sem falha
115.0,2.435182923542091,146.0,5810.0,alumínio,tarde,senior,falha
108.0,1.550720999190841,105.0,293.0,alumínio,tarde,pleno,sem falha
59.0,2.623154527423166,93.0,8264.0,alumínio,,senior,sem falha
51.0,0.9103150850146111,90.0,4558.0,ferro,manhã,senior,sem falha
115.0,4.89079278284495,87.0,1219.0,aço,tarde,senior,sem falha
109.0,0.62883031932847,84.0,7011.0,alumínio,noite,senior,sem falha
66.0,4.666526284306423,148.0,6640.0,ferro,noite,senior,sem falha
65.0,4.576532255873205,75.0,626.0,aço,tarde,junior,sem falha
65.0,,112.0,7254.0,aço,noite,pleno,sem falha
95.0,3.6520603319968137,100.0,4979.0,aço,tarde,pleno,sem falha
88.0,2.2366366600656806,97.0,5945.0,ferro,manhã,junior,sem falha
80.0,3.1871694299579474,77.0,8071.0,alumínio,manhã,junior,sem falha
50.0,1.7688220933634817,98.0,2773.0,aço,noite,pleno,sem falha
60.0,1.5756791969486823,90.0,7860.0,,noite,pleno,sem falha
53.0,2.9333259522306174,127.0,7297.0,aço,tarde,junior,sem falha
75.0,2.540835403501504,129.0,,ferro,tarde,junior,sem falha
99.0,2.9397282088349077,119.0,3626.0,,tarde,senior,sem falha
61.0,1.5046368483064128,100.0,3949.0,alumínio,manhã,junior,sem falha
114.0,1.898093375903277,116.0,1734.0,aço,tarde,junior,sem falha
96.0,0.5111000070816556,103.0,193.0,alumínio,manhã,senior,sem falha
102.0,0.35615422413380804,71.0,3466.0,,noite,senior,sem falha
51.0,,136.0,7816.0,ferro,manhã,pleno,sem falha
73.0,0.4638096107196742,141.0,3046.0,ferro,noite,pleno,sem falha
53.0,0.6084960723102294,121.0,188.0,aço,manhã,junior,sem falha
68.0,4.083349186430292,76.0,2650.0,ferro,manhã,senior,sem falha
75.0,0.29048111538177757,145.0,6237.0,alumínio,tarde,senior,sem falha
89.0,,88.0,6457.0,ferro,noite,pleno,sem falha
99.0,1.4355329691954628,84.0,1545.0,alumínio,manhã,pleno,sem falha
92.0,4.37057383546982,147.0,4721.0,aço,manhã,junior,sem falha
116.0,2.476462194429748,117.0,6435.0,alumínio,noite,senior,falha
61.0,1.5973246507063463,83.0,1930.0,ferro,manhã,pleno,sem falha
116.0,2.6364307848782293,72.0,6885.0,ferro,noite,junior,falha
76.0,1.9715942933218176,119.0,7491.0,ferro,noite,,sem falha
103.0,2.8650752168821683,123.0,654.0,ferro,noite,junior,sem falha
115.0,0.6612110547991064,75.0,2534.0,aço,manhã,pleno,sem falha
98.0,4.9852534637815005,118.0,8972.0,alumínio,manhã,pleno,falha
65.0,2.185223800713916,92.0,,ferro,tarde,pleno,sem falha
51.0,1.8063301345661067,,5693.0,alumínio,noite,pleno,sem falha
109.0,3.5800282567496984,147.0,9923.0,aço,manhã,pleno,falha
103.0,1.8831070918271293,89.0,302.0,alumínio,manhã,senior,sem falha
79.0,,146.0,7253.0,ferro,noite,senior,sem falha
87.0,2.325926549366084,,4642.0,alumínio,noite,senior,sem falha
77.0,3.6258362250006315,114.0,8110.0,ferro,noite,senior,sem falha
74.0,0.6265207605652441,130.0,9978.0,ferro,tarde,junior,sem falha
59.0,4.245984009220048,125.0,928.0,aço,tarde,junior,sem falha
109.0,3.7050181352127387,71.0,7270.0,aço,tarde,senior,
91.0,1.137412214463632,114.0,2122.0,alumínio,noite,pleno,sem falha
89.0,0.8119014477543546,109.0,8394.0,alumínio,manhã,senior,sem falha
91.0,1.6498325087555596,93.0,9849.0,ferro,noite,senior,sem falha
96.0,4.882745871556331,98.0,4311.0,ferro,manhã,junior,sem falha
86.0,1.3584747153785874,136.0,5054.0,ferro,tarde,,sem falha
,2.335023323838503,137.0,4187.0,ferro,tarde,junior,sem falha
106.0,0.24709910601494794,135.0,8395.0,aço,tarde,pleno,sem falha
76.0,,123.0,6885.0,,manhã,junior,sem falha
90.0,2.8994680756222038,122.0,9098.0,aço,manhã,senior,sem falha
83.0,4.770310601289029,148.0,7266.0,alumínio,noite,pleno,sem falha
81.0,2.632006620206316,118.0,4755.0,alumínio,noite,junior,sem falha
115.0,,101.0,2174.0,aço,noite,senior,sem falha
61.0,2.780925448587613,130.0,8818.0,ferro,tarde,junior,sem falha
89.0,0.29984656583403874,111.0,7018.0,alumínio,noite,junior,sem falha
59.0,,,3536.0,aço,,junior,
