,buying,maint,doors,persons,lug_boot,safety,category
1593,1.0,2.0,5more,2,0.0,2.0,unacc
1594,1.0,2.0,5more,2,0.0,3.0,unacc
1595,1.0,2.0,,2,1.0,1.0,unacc
1596,1.0,2.0,5more,2,1.0,2.0,unacc
1597,1.0,2.0,5more,2,1.0,3.0,unacc
1598,1.0,2.0,5more,2,2.0,1.0,unacc
1599,1.0,2.0,5more,2,2.0,2.0,unacc
1600,1.0,2.0,5more,2,2.0,3.0,unacc
1601,1.0,2.0,5more,4,0.0,1.0,unacc
1602,1.0,2.0,5more,4,0.0,2.0,acc
1603,1.0,2.0,5more,4,0.0,3.0,good
1604,1.0,2.0,5more,4,1.0,1.0,unacc
1605,1.0,2.0,5more,4,1.0,2.0,good
1606,1.0,2.0,5more,4,1.0,3.0,vgood
1607,1.0,2.0,5more,4,2.0,1.0,unacc
1608,1.0,2.0,5more,4,2.0,2.0,good
1609,1.0,2.0,5more,4,2.0,3.0,vgood
1610,1.0,2.0,5more,more,0.0,1.0,unacc
1611,1.0,2.0,5more,more,0.0,2.0,acc
1612,1.0,2.0,5more,more,0.0,3.0,good
1613,1.0,2.0,5more,more,1.0,1.0,unacc
1614,1.0,2.0,5more,more,1.0,2.0,good
1615,1.0,2.0,5more,more,1.0,3.0,vgood
1616,1.0,2.0,5more,more,2.0,1.0,unacc
1617,1.0,2.0,5more,more,2.0,2.0,good
1618,1.0,2.0,5more,more,2.0,3.0,vgood
1619,1.0,1.0,2,2,0.0,1.0,unacc
1620,1.0,1.0,2,2,0.0,2.0,unacc
1621,1.0,1.0,2,2,0.0,3.0,unacc
1622,1.0,1.0,2,2,1.0,1.0,unacc
1623,1.0,1.0,2,2,1.0,2.0,unacc
1624,1.0,1.0,2,2,1.0,3.0,unacc
1625,1.0,1.0,2,2,2.0,1.0,unacc
1626,1.0,1.0,2,2,2.0,2.0,unacc
1627,1.0,1.0,2,2,2.0,3.0,unacc
1628,1.0,1.0,2,4,0.0,1.0,unacc
1629,1.0,1.0,2,4,0.0,2.0,acc
1630,1.0,1.0,2,4,0.0,3.0,good
1631,1.0,1.0,2,4,1.0,1.0,unacc
1632,1.0,1.0,2,4,1.0,2.0,acc
1633,1.0,1.0,2,4,1.0,3.0,good
1634,1.0,1.0,2,4,2.0,1.0,unacc
1635,1.0,1.0,2,4,,2.0,good
1636,1.0,1.0,2,4,2.0,3.0,vgood
1637,1.0,1.0,2,more,0.0,1.0,unacc
1638,1.0,1.0,2,more,0.0,2.0,unacc
1639,1.0,1.0,2,more,0.0,3.0,unacc
1640,1.0,1.0,2,more,1.0,1.0,unacc
1641,1.0,1.0,2,more,1.0,2.0,acc
1642,1.0,1.0,2,more,1.0,3.0,good
1643,1.0,1.0,2,more,2.0,1.0,unacc
1644,1.0,1.0,2,more,2.0,2.0,good
1645,1.0,1.0,2,more,,3.0,vgood
1646,1.0,1.0,3,2,0.0,1.0,unacc
1647,1.0,1.0,3,2,0.0,2.0,unacc
1648,1.0,1.0,3,2,0.0,3.0,unacc
1649,1.0,1.0,3,2,1.0,1.0,unacc
1650,1.0,1.0,3,2,1.0,2.0,unacc
1651,1.0,1.0,3,2,1.0,3.0,unacc
1652,1.0,1.0,3,2,2.0,1.0,unacc
1653,1.0,1.0,3,2,2.0,2.0,unacc
1654,1.0,1.0,3,2,2.0,3.0,unacc
1655,1.0,1.0,3,4,0.0,1.0,unacc
1656,1.0,1.0,3,4,0.0,2.0,acc
1657,1.0,1.0,3,4,0.0,3.0,good
1658,1.0,1.0,3,4,1.0,1.0,unacc
1659,1.0,1.0,3,4,1.0,2.0,acc
1660,1.0,1.0,3,4,1.0,3.0,good
1661,1.0,1.0,3,4,2.0,1.0,unacc
1662,1.0,1.0,3,4,2.0,2.0,good
1663,1.0,1.0,3,4,2.0,3.0,vgood
1664,1.0,1.0,3,more,0.0,1.0,unacc
1665,1.0,1.0,3,more,0.0,2.0,acc
1666,1.0,1.0,3,more,0.0,3.0,good
1667,1.0,1.0,3,more,1.0,1.0,unacc
1668,1.0,1.0,3,more,1.0,2.0,good
1669,1.0,1.0,3,more,1.0,3.0,vgood
1670,1.0,1.0,3,more,2.0,1.0,unacc
1671,1.0,1.0,3,more,2.0,2.0,good
1672,1.0,1.0,3,more,2.0,3.0,vgood
1673,1.0,1.0,4,2,0.0,1.0,unacc
1674,1.0,1.0,4,2,0.0,2.0,unacc
1675,1.0,1.0,4,2,0.0,3.0,unacc
1676,1.0,,4,2,1.0,1.0,unacc
1677,1.0,1.0,4,2,1.0,2.0,unacc
1678,1.0,1.0,4,2,1.0,3.0,unacc
1679,1.0,1.0,4,2,2.0,1.0,unacc
1680,1.0,1.0,4,2,2.0,2.0,unacc
1681,1.0,1.0,4,2,2.0,3.0,unacc
1682,1.0,1.0,4,4,0.0,1.0,unacc
1683,1.0,1.0,4,4,0.0,2.0,acc
1684,1.0,1.0,4,4,0.0,3.0,good
1685,1.0,1.0,4,4,1.0,1.0,unacc
1686,1.0,1.0,4,4,1.0,2.0,good
1687,1.0,1.0,4,4,1.0,3.0,vgood
1688,1.0,1.0,4,4,2.0,1.0,unacc
1689,1.0,1.0,4,4,2.0,2.0,good
1690,1.0,1.0,4,4,2.0,3.0,vgood
1691,1.0,1.0,4,more,0.0,1.0,unacc
1692,1.0,1.0,4,more,0.0,2.0,acc
1693,1.0,1.0,4,more,0.0,3.0,good
1694,1.0,1.0,4,more,1.0,1.0,unacc
1695,1.0,1.0,4,more,1.0,2.0,good
1696,1.0,1.0,4,more,1.0,3.0,vgood
1697,1.0,1.0,4,more,2.0,1.0,unacc
1698,1.0,1.0,4,more,2.0,2.0,good
1699,1.0,1.0,4,more,2.0,3.0,vgood
1700,1.0,1.0,5more,2,0.0,1.0,unacc
1701,1.0,1.0,5more,2,0.0,2.0,unacc
1702,1.0,1.0,5more,2,0.0,3.0,unacc
1703,1.0,1.0,5more,2,1.0,1.0,unacc
1704,1.0,1.0,5more,2,1.0,2.0,unacc
1705,1.0,1.0,5more,2,1.0,3.0,unacc
1706,1.0,1.0,5more,2,2.0,1.0,unacc
1707,1.0,1.0,5more,2,2.0,2.0,unacc
1708,1.0,1.0,5more,2,2.0,3.0,unacc
1709,1.0,1.0,5more,4,0.0,1.0,unacc
1710,1.0,1.0,5more,4,0.0,2.0,acc
1711,1.0,1.0,5more,4,0.0,3.0,good
1712,1.0,1.0,5more,4,1.0,1.0,unacc
1713,1.0,1.0,5more,4,1.0,2.0,good
1714,1.0,1.0,5more,4,1.0,3.0,vgood
1715,1.0,1.0,5more,4,2.0,1.0,unacc
1716,1.0,1.0,5more,4,2.0,2.0,good
1717,1.0,1.0,5more,4,2.0,3.0,vgood
1718,1.0,1.0,5more,more,0.0,1.0,unacc
1719,1.0,1.0,5more,more,0.0,2.0,acc
1720,1.0,1.0,5more,more,0.0,3.0,good
1721,1.0,1.0,5more,more,1.0,1.0,unacc
1722,1.0,1.0,5more,more,1.0,2.0,good
1723,1.0,1.0,5more,more,1.0,3.0,vgood
1724,1.0,1.0,5more,more,2.0,1.0,unacc
1725,1.0,1.0,5more,more,2.0,2.0,good
1726,1.0,1.0,5more,more,2.0,3.0,vgood
1727,3.0,1.0,5more,4,1.0,3.0,acc
1728,4.0,1.0,3,more,0.0,3.0,acc
1729,3.0,2.0,3,4,2.0,2.0,acc
1730,2.0,4.0,3,more,1.0,2.0,acc
1731,1.0,4.0,5more,4,1.0,3.0,acc
1732,2.0,3.0,5more,more,2.0,3.0,acc
1733,2.0,4.0,3,more,2.0,3.0,acc
1734,1.0,3.0,5more,4,2.0,2.0,acc
1735,4.0,2.0,3,4,2.0,2.0,acc
1736,2.0,4.0,5more,more,0.0,3.0,acc
1737,2.0,2.0,5more,4,0.0,2.0,acc
1738,2.0,3.0,5more,4,0.0,3.0,acc
1739,2.0,1.0,4,more,0.0,2.0,acc
1740,3.0,3.0,3,more,2.0,3.0,acc
1741,4.0,1.0,5more,more,2.0,2.0,acc
1742,3.0,3.0,4,4,0.0,3.0,acc
1743,1.0,4.0,4,4,2.0,2.0,acc
1744,2.0,4.0,3,more,1.0,3.0,acc
1745,4.0,1.0,2,4,2.0,3.0,acc
1746,3.0,3.0,3,more,2.0,3.0,acc
1747,3.0,1.0,5more,4,2.0,3.0,acc
1748,3.0,3.0,4,4,0.0,3.0,acc
1749,1.0,3.0,2,more,1.0,3.0,acc
1750,3.0,1.0,4,more,0.0,3.0,acc
1751,4.0,2.0,4,more,2.0,3.0,acc
1752,1.0,3.0,2,4,1.0,2.0,acc
1753,3.0,3.0,2,4,0.0,3.0,acc
1754,2.0,2.0,3,more,0.0,2.0,acc
1755,3.0,2.0,3,4,0.0,3.0,acc
1756,2.0,3.0,5more,4,1.0,2.0,acc
1757,2.0,4.0,4,4,1.0,2.0,acc
1758,1.0,3.0,2,4,2.0,2.0,acc
1759,1.0,3.0,2,more,2.0,2.0,acc
1760,3.0,3.0,5more,4,1.0,2.0,acc
1761,3.0,1.0,5more,more,1.0,3.0,acc
1762,2.0,3.0,5more,4,1.0,2.0,acc
1763,2.0,1.0,2,4,0.0,2.0,acc
1764,3.0,1.0,2,4,2.0,3.0,acc
1765,3.0,1.0,2,4,2.0,3.0,acc
1766,2.0,1.0,3,4,0.0,2.0,acc
1767,2.0,2.0,3,more,0.0,2.0,acc
1768,2.0,4.0,2,more,2.0,2.0,acc
1769,3.0,2.0,4,4,2.0,2.0,acc
1770,4.0,2.0,5more,more,1.0,2.0,acc
1771,4.0,2.0,5more,more,0.0,3.0,acc
1772,2.0,4.0,4,more,1.0,2.0,acc
1773,2.0,3.0,5more,4,1.0,3.0,acc
1774,3.0,1.0,3,4,0.0,3.0,acc
1775,3.0,1.0,4,4,2.0,2.0,acc
1776,1.0,2.0,4,4,0.0,2.0,acc
1777,2.0,4.0,2,4,2.0,3.0,acc
1778,4.0,2.0,5more,4,1.0,3.0,acc
1779,2.0,1.0,3,more,0.0,2.0,acc
1780,3.0,2.0,4,4,2.0,3.0,acc
1781,3.0,2.0,4,4,2.0,3.0,acc
1782,4.0,1.0,4,4,1.0,2.0,acc
1783,4.0,1.0,2,4,2.0,2.0,acc
1784,2.0,3.0,5more,4,1.0,3.0,acc
1785,2.0,2.0,4,more,0.0,2.0,acc
1786,1.0,3.0,2,4,2.0,2.0,acc
1787,3.0,3.0,5more,more,1.0,3.0,acc
1788,4.0,1.0,2,more,2.0,3.0,acc
1789,4.0,2.0,5more,more,0.0,3.0,acc
1790,1.0,1.0,2,more,1.0,2.0,acc
1791,2.0,2.0,2,more,1.0,2.0,acc
1792,1.0,4.0,5more,4,0.0,3.0,
1793,4.0,1.0,4,more,0.0,3.0,acc
1794,2.0,1.0,4,4,0.0,2.0,acc
1795,1.0,3.0,5more,4,1.0,2.0,acc
1796,3.0,2.0,3,more,0.0,3.0,acc
1797,2.0,2.0,3,more,1.0,2.0,acc
1798,3.0,3.0,3,4,2.0,3.0,acc
1799,3.0,3.0,4,4,2.0,2.0,acc
1800,3.0,3.0,5more,4,1.0,2.0,acc
1801,4.0,1.0,4,4,1.0,2.0,acc
1802,3.0,2.0,3,more,1.0,3.0,acc
1803,3.0,3.0,3,more,1.0,2.0,acc
1804,2.0,4.0,4,more,1.0,3.0,acc
1805,1.0,4.0,5more,4,2.0,2.0,acc
1806,2.0,2.0,3,4,1.0,2.0,acc
1807,4.0,1.0,3,more,0.0,3.0,acc
1808,3.0,2.0,4,4,2.0,2.0,acc
1809,3.0,2.0,4,more,1.0,3.0,acc
1810,1.0,3.0,5more,4,0.0,2.0,acc
1811,2.0,4.0,2,4,0.0,3.0,acc
1812,1.0,3.0,2,4,1.0,3.0,acc
1813,3.0,2.0,5more,more,2.0,3.0,acc
1814,3.0,1.0,2,more,1.0,3.0,acc
1815,2.0,3.0,3,more,0.0,3.0,acc
1816,2.0,2.0,5more,4,1.0,2.0,acc
1817,2.0,4.0,5more,4,1.0,2.0,acc
1818,1.0,2.0,5more,more,0.0,2.0,acc
1819,1.0,3.0,3,4,1.0,2.0,acc
1820,4.0,1.0,3,more,1.0,2.0,acc
1821,1.0,4.0,3,4,2.0,3.0,acc
1822,4.0,1.0,5more,more,1.0,3.0,acc
1823,3.0,1.0,4,more,2.0,3.0,acc
1824,3.0,1.0,4,4,2.0,2.0,acc
1825,3.0,3.0,4,more,1.0,3.0,acc
1826,2.0,4.0,4,4,1.0,2.0,acc
1827,3.0,3.0,4,more,1.0,2.0,acc
1828,2.0,2.0,2,4,2.0,2.0,acc
1829,1.0,2.0,3,more,0.0,2.0,acc
1830,3.0,1.0,5more,more,2.0,2.0,acc
1831,2.0,1.0,4,more,0.0,2.0,acc
1832,1.0,4.0,3,4,2.0,2.0,acc
1833,1.0,3.0,4,4,0.0,3.0,acc
1834,3.0,3.0,5more,4,0.0,3.0,acc
1835,4.0,1.0,2,more,2.0,3.0,acc
1836,1.0,2.0,3,4,1.0,2.0,acc
1837,2.0,4.0,4,more,0.0,3.0,acc
1838,1.0,1.0,5more,more,0.0,2.0,acc
1839,4.0,2.0,2,4,0.0,3.0,acc
1840,1.0,2.0,4,4,0.0,2.0,acc
1841,4.0,1.0,3,4,0.0,3.0,acc
1842,1.0,1.0,5more,more,0.0,2.0,acc
1843,4.0,2.0,4,more,1.0,3.0,acc
1844,2.0,4.0,3,4,0.0,3.0,acc
1845,3.0,2.0,4,more,1.0,2.0,acc
1846,1.0,1.0,3,4,0.0,2.0,acc
1847,3.0,3.0,5more,4,0.0,3.0,acc
1848,4.0,1.0,5more,4,0.0,3.0,acc
1849,2.0,3.0,2,more,2.0,3.0,acc
1850,3.0,2.0,3,more,2.0,3.0,acc
1851,3.0,3.0,3,4,2.0,3.0,acc
1852,2.0,3.0,3,more,0.0,3.0,acc
1853,3.0,1.0,2,more,1.0,3.0,acc
1854,2.0,4.0,5more,4,2.0,2.0,acc
1855,4.0,1.0,3,more,2.0,2.0,acc
1856,2.0,2.0,4,4,0.0,3.0,acc
1857,4.0,1.0,2,more,2.0,2.0,acc
1858,4.0,1.0,4,more,1.0,2.0,acc
1859,2.0,4.0,3,more,1.0,3.0,acc
1860,4.0,1.0,2,4,0.0,3.0,acc
1861,2.0,2.0,3,more,0.0,3.0,acc
1862,3.0,3.0,3,more,2.0,2.0,acc
1863,4.0,1.0,3,4,0.0,3.0,acc
1864,1.0,3.0,5more,more,0.0,2.0,acc
1865,4.0,2.0,3,more,0.0,3.0,acc
1866,2.0,2.0,2,more,1.0,3.0,acc
1867,1.0,4.0,3,more,1.0,2.0,acc
1868,3.0,3.0,3,4,1.0,3.0,acc
1869,4.0,2.0,5more,more,1.0,2.0,acc
1870,2.0,4.0,2,4,2.0,2.0,acc
1871,3.0,2.0,4,4,2.0,3.0,acc
1872,2.0,1.0,5more,more,0.0,2.0,acc
1873,2.0,2.0,4,more,1.0,2.0,acc
1874,3.0,1.0,5more,4,2.0,3.0,acc
1875,4.0,1.0,2,more,2.0,3.0,acc
1876,1.0,2.0,4,more,0.0,2.0,acc
1877,2.0,4.0,2,more,1.0,3.0,acc
1878,3.0,3.0,2,more,2.0,2.0,acc
1879,2.0,1.0,2,4,1.0,2.0,acc
1880,2.0,2.0,5more,4,2.0,2.0,acc
1881,3.0,2.0,4,4,1.0,2.0,acc
1882,2.0,2.0,2,more,1.0,3.0,acc
1883,4.0,2.0,2,4,2.0,3.0,acc
1884,3.0,3.0,4,more,1.0,2.0,acc
1885,2.0,3.0,3,4,2.0,3.0,acc
1886,1.0,3.0,5more,more,2.0,2.0,acc
1887,2.0,2.0,4,4,0.0,2.0,acc
1888,1.0,2.0,3,4,1.0,2.0,acc
1889,1.0,4.0,2,4,1.0,3.0,acc
1890,1.0,4.0,5more,more,1.0,3.0,acc
1891,4.0,2.0,4,4,2.0,2.0,acc
1892,3.0,3.0,4,more,1.0,3.0,acc
1893,1.0,4.0,5more,more,1.0,3.0,acc
1894,2.0,3.0,5more,more,1.0,2.0,acc
1895,2.0,4.0,2,4,0.0,3.0,acc
1896,1.0,4.0,5more,4,1.0,3.0,acc
1897,1.0,4.0,4,more,1.0,2.0,acc
1898,2.0,2.0,4,4,0.0,3.0,acc
1899,1.0,3.0,4,more,0.0,2.0,acc
1900,2.0,2.0,3,4,0.0,2.0,acc
1901,2.0,3.0,4,more,0.0,3.0,acc
1902,3.0,2.0,5more,more,0.0,3.0,acc
1903,3.0,3.0,3,more,2.0,2.0,acc
1904,1.0,1.0,3,4,0.0,2.0,acc
1905,3.0,2.0,2,4,1.0,3.0,acc
1906,1.0,3.0,2,4,0.0,2.0,acc
1907,2.0,4.0,2,more,1.0,3.0,acc
1908,4.0,2.0,4,4,0.0,3.0,acc
1909,3.0,1.0,3,4,1.0,3.0,acc
1910,3.0,1.0,2,more,2.0,2.0,acc
1911,3.0,2.0,2,4,2.0,2.0,acc
1912,4.0,2.0,4,more,2.0,3.0,acc
1913,1.0,1.0,3,4,0.0,2.0,acc
1914,1.0,1.0,2,4,0.0,2.0,acc
1915,3.0,2.0,3,4,2.0,2.0,acc
1916,3.0,3.0,3,more,0.0,3.0,acc
1917,3.0,1.0,4,4,1.0,2.0,acc
1918,1.0,3.0,5more,more,0.0,2.0,acc
1919,2.0,3.0,3,more,1.0,2.0,acc
1920,2.0,3.0,5more,more,2.0,3.0,acc
1921,3.0,2.0,3,more,1.0,3.0,acc
1922,1.0,4.0,5more,more,0.0,3.0,acc
1923,2.0,1.0,2,more,1.0,2.0,acc
1924,4.0,2.0,3,more,1.0,3.0,acc
1925,1.0,4.0,5more,more,1.0,2.0,acc
1926,2.0,4.0,2,more,1.0,3.0,acc
1927,3.0,1.0,3,4,1.0,3.0,acc
1928,3.0,3.0,3,4,0.0,3.0,acc
1929,4.0,1.0,2,more,2.0,2.0,acc
1930,2.0,2.0,4,more,0.0,3.0,acc
1931,4.0,1.0,2,more,1.0,3.0,acc
1932,2.0,,5more,4,1.0,2.0,acc
1933,2.0,2.0,3,more,1.0,2.0,acc
1934,3.0,1.0,4,more,1.0,2.0,acc
1935,3.0,2.0,2,4,2.0,3.0,acc
1936,1.0,3.0,4,4,0.0,3.0,acc
1937,3.0,2.0,4,more,0.0,3.0,acc
1938,2.0,3.0,3,4,0.0,3.0,acc
1939,1.0,1.0,2,4,0.0,2.0,acc
1940,1.0,4.0,2,more,2.0,2.0,acc
1941,2.0,3.0,2,4,0.0,3.0,acc
1942,1.0,1.0,4,more,0.0,2.0,acc
1943,4.0,2.0,4,more,2.0,2.0,acc
1944,4.0,1.0,5more,more,0.0,3.0,acc
1945,2.0,2.0,2,more,2.0,2.0,acc
1946,2.0,3.0,4,4,1.0,3.0,acc
1947,2.0,4.0,4,more,2.0,2.0,acc
1948,2.0,1.0,4,4,0.0,2.0,acc
1949,2.0,4.0,5more,more,2.0,2.0,acc
1950,2.0,4.0,3,4,2.0,2.0,acc
1951,2.0,4.0,4,4,1.0,2.0,acc
1952,2.0,4.0,5more,more,2.0,3.0,acc
1953,4.0,1.0,3,4,0.0,3.0,acc
1954,4.0,2.0,5more,more,1.0,2.0,acc
1955,4.0,2.0,3,more,0.0,3.0,acc
1956,3.0,3.0,5more,more,1.0,2.0,acc
1957,2.0,4.0,5more,more,1.0,2.0,acc
1958,3.0,2.0,5more,4,2.0,3.0,acc
1959,2.0,4.0,2,4,2.0,2.0,acc
1960,3.0,2.0,4,4,1.0,2.0,acc
1961,3.0,1.0,3,more,1.0,2.0,acc
1962,3.0,2.0,2,4,2.0,3.0,acc
1963,2.0,2.0,2,more,1.0,3.0,acc
1964,4.0,2.0,5more,4,1.0,2.0,acc
1965,2.0,3.0,2,4,1.0,3.0,acc
1966,3.0,1.0,3,4,0.0,3.0,acc
1967,1.0,4.0,3,more,2.0,2.0,
1968,1.0,4.0,3,more,1.0,2.0,acc
1969,3.0,1.0,5more,4,2.0,3.0,acc
1970,3.0,,2,more,1.0,3.0,acc
1971,4.0,,5more,4,2.0,2.0,acc
1972,4.0,1.0,5more,more,0.0,3.0,acc
1973,4.0,2.0,5more,more,2.0,3.0,acc
1974,1.0,4.0,2,4,0.0,3.0,acc
1975,3.0,3.0,2,4,1.0,3.0,acc
1976,1.0,4.0,2,4,2.0,2.0,acc
1977,1.0,4.0,3,4,0.0,3.0,acc
1978,2.0,3.0,2,4,2.0,2.0,acc
1979,1.0,2.0,2,4,0.0,2.0,acc
1980,2.0,2.0,2,more,2.0,2.0,acc
1981,2.0,1.0,2,more,1.0,2.0,acc
1982,2.0,2.0,3,more,0.0,2.0,acc
1983,4.0,2.0,5more,4,1.0,2.0,acc
1984,2.0,4.0,4,4,2.0,2.0,acc
1985,4.0,1.0,4,more,2.0,3.0,acc
1986,1.0,3.0,3,4,1.0,2.0,acc
1987,1.0,3.0,4,more,0.0,3.0,acc
1988,4.0,1.0,3,4,1.0,3.0,acc
1989,2.0,1.0,3,more,0.0,2.0,acc
1990,3.0,3.0,4,4,0.0,3.0,acc
1991,4.0,2.0,5more,more,1.0,3.0,acc
1992,3.0,2.0,4,more,2.0,3.0,acc
1993,2.0,3.0,4,4,0.0,3.0,acc
1994,2.0,2.0,2,4,1.0,3.0,acc
1995,4.0,1.0,2,4,0.0,3.0,acc
1996,2.0,2.0,2,4,2.0,2.0,acc
1997,2.0,1.0,3,more,0.0,2.0,acc
1998,2.0,4.0,4,4,1.0,2.0,acc
1999,1.0,1.0,5more,4,0.0,2.0,acc
2000,2.0,2.0,2,4,1.0,2.0,acc
2001,3.0,3.0,3,4,1.0,3.0,acc
2002,3.0,2.0,5more,4,1.0,3.0,acc
2003,2.0,4.0,3,4,2.0,2.0,acc
2004,3.0,2.0,4,more,0.0,3.0,acc
2005,2.0,4.0,5more,4,2.0,2.0,acc
2006,1.0,2.0,3,4,1.0,2.0,acc
2007,2.0,1.0,4,4,0.0,2.0,acc
2008,1.0,1.0,2,more,1.0,2.0,acc
2009,1.0,3.0,3,more,2.0,2.0,acc
2010,3.0,1.0,4,more,2.0,2.0,acc
2011,1.0,2.0,5more,4,0.0,2.0,acc
2012,2.0,1.0,4,more,0.0,2.0,acc
2013,3.0,1.0,5more,more,1.0,2.0,acc
2014,4.0,2.0,4,more,2.0,3.0,acc
2015,1.0,4.0,5more,4,1.0,3.0,acc
2016,1.0,3.0,5more,4,2.0,2.0,acc
2017,2.0,1.0,4,4,0.0,2.0,acc
2018,3.0,2.0,2,more,2.0,3.0,acc
2019,2.0,1.0,2,4,1.0,2.0,acc
2020,4.0,2.0,5more,4,2.0,2.0,acc
2021,2.0,3.0,4,more,2.0,3.0,acc
2022,2.0,1.0,3,4,1.0,2.0,acc
2023,3.0,1.0,2,4,2.0,2.0,
2024,2.0,2.0,4,more,0.0,2.0,acc
2025,2.0,3.0,2,more,2.0,2.0,acc
2026,1.0,3.0,3,4,0.0,3.0,acc
2027,4.0,2.0,2,4,2.0,2.0,acc
2028,4.0,1.0,5more,more,1.0,3.0,acc
2029,1.0,3.0,5more,4,0.0,3.0,acc
2030,4.0,1.0,3,4,1.0,3.0,acc
2031,1.0,2.0,5more,more,0.0,2.0,acc
2032,2.0,2.0,2,4,0.0,3.0,acc
2033,1.0,4.0,5more,4,1.0,2.0,acc
2034,3.0,2.0,2,4,2.0,3.0,acc
2035,3.0,3.0,4,4,2.0,2.0,acc
2036,1.0,3.0,3,4,1.0,2.0,acc
2037,4.0,1.0,2,4,2.0,3.0,acc
2038,3.0,1.0,2,more,2.0,3.0,acc
2039,3.0,1.0,2,4,1.0,3.0,acc
2040,2.0,4.0,4,4,1.0,3.0,acc
2041,2.0,2.0,4,more,0.0,3.0,
2042,1.0,3.0,4,4,0.0,2.0,acc
2043,4.0,1.0,3,4,0.0,3.0,acc
2044,3.0,3.0,3,more,0.0,3.0,acc
2045,1.0,4.0,2,4,2.0,2.0,acc
2046,3.0,3.0,4,more,0.0,3.0,acc
2047,3.0,1.0,5more,4,2.0,3.0,
2048,2.0,4.0,4,more,0.0,3.0,acc
2049,1.0,3.0,3,more,0.0,3.0,acc
2050,1.0,4.0,5more,more,2.0,2.0,acc
2051,4.0,2.0,5more,4,1.0,3.0,acc
2052,2.0,4.0,5more,4,2.0,2.0,acc
2053,3.0,3.0,5more,more,1.0,3.0,acc
2054,4.0,1.0,5more,4,1.0,2.0,acc
2055,4.0,2.0,4,4,0.0,3.0,acc
2056,3.0,3.0,5more,more,2.0,2.0,acc
2057,3.0,1.0,4,4,2.0,3.0,acc
2058,3.0,3.0,4,more,1.0,2.0,acc
2059,4.0,2.0,4,more,2.0,2.0,acc
2060,3.0,2.0,3,4,1.0,3.0,acc
2061,2.0,4.0,3,more,0.0,3.0,acc
2062,2.0,4.0,3,more,2.0,3.0,acc
2063,1.0,4.0,3,more,1.0,2.0,acc
2064,3.0,2.0,5more,4,1.0,3.0,acc
2065,1.0,3.0,3,more,2.0,2.0,acc
2066,3.0,3.0,4,more,0.0,3.0,acc
2067,1.0,1.0,3,more,0.0,2.0,acc
2068,2.0,3.0,4,more,1.0,2.0,acc
2069,3.0,3.0,3,more,2.0,3.0,acc
2070,3.0,1.0,4,4,0.0,3.0,acc
2071,3.0,1.0,2,4,2.0,3.0,acc
2072,3.0,3.0,2,4,0.0,3.0,acc
2073,3.0,3.0,3,more,2.0,3.0,acc
2074,4.0,2.0,3,more,1.0,3.0,acc
2075,1.0,4.0,4,4,2.0,2.0,acc
2076,3.0,3.0,3,4,2.0,2.0,acc
2077,3.0,2.0,3,more,1.0,2.0,acc
2078,1.0,2.0,5more,4,0.0,2.0,acc
2079,1.0,4.0,4,more,2.0,3.0,acc
2080,2.0,4.0,4,more,1.0,3.0,acc
2081,2.0,3.0,2,more,1.0,3.0,acc
2082,2.0,2.0,5more,more,0.0,2.0,acc
2083,2.0,1.0,3,4,0.0,2.0,acc
2084,2.0,2.0,4,4,0.0,3.0,acc
2085,2.0,2.0,5more,more,2.0,2.0,acc
2086,2.0,2.0,4,more,2.0,2.0,acc
2087,1.0,4.0,5more,4,2.0,2.0,acc
2088,4.0,2.0,4,more,1.0,2.0,acc
2089,2.0,3.0,3,more,0.0,3.0,acc
2090,1.0,1.0,3,4,1.0,2.0,acc
2091,3.0,3.0,3,more,0.0,3.0,acc
2092,3.0,2.0,5more,4,1.0,2.0,acc
2093,4.0,1.0,4,more,2.0,3.0,acc
2094,3.0,2.0,5more,more,1.0,3.0,acc
2095,4.0,2.0,2,more,2.0,2.0,acc
2096,2.0,2.0,2,4,2.0,2.0,acc
2097,3.0,2.0,5more,4,1.0,3.0,acc
2098,2.0,4.0,5more,4,1.0,2.0,acc
2099,3.0,2.0,5more,more,0.0,3.0,acc
2100,4.0,2.0,2,more,1.0,3.0,acc
2101,1.0,3.0,4,4,0.0,2.0,acc
2102,2.0,2.0,5more,more,0.0,3.0,acc
2103,3.0,3.0,2,4,2.0,2.0,acc
2104,1.0,4.0,3,more,1.0,3.0,acc
2105,2.0,3.0,2,4,2.0,3.0,acc
2106,1.0,4.0,3,more,1.0,2.0,acc
2107,2.0,3.0,3,more,0.0,3.0,acc
2108,1.0,3.0,5more,more,0.0,3.0,acc
2109,2.0,2.0,4,more,0.0,3.0,acc
2110,1.0,2.0,5more,more,0.0,2.0,acc
2111,2.0,1.0,3,more,0.0,2.0,acc
2112,4.0,1.0,3,more,2.0,3.0,acc
2113,3.0,1.0,3,more,2.0,2.0,acc
2114,1.0,4.0,4,4,2.0,2.0,acc
2115,1.0,4.0,4,4,0.0,3.0,acc
2116,2.0,2.0,4,more,0.0,3.0,acc
2117,1.0,3.0,3,4,2.0,2.0,acc
2118,1.0,4.0,5more,more,0.0,3.0,acc
2119,4.0,1.0,4,4,1.0,2.0,acc
2120,1.0,4.0,3,4,2.0,2.0,acc
2121,3.0,3.0,4,more,1.0,2.0,acc
2122,4.0,1.0,4,more,1.0,3.0,acc
